Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Prediction,Fraud
131932,45.863719255550976,0,1.9913704184169043,1.2074257491566482,-1.1782146354129148,1.277043166500481,-0.5595564682221745,0.4573686668168991,0.0819964903078258,0.1736987089167328,-0.8633417868588751,0.8102842046088096,0.5663555372812258,0.8679540353127225,-0.8317073387066672,0.8110783642200573,-0.9656153645390478,1.6796968388972922,-0.4548722762130694,0.8202199898401881,0.5287891711478716,-0.1113853475967595,-0.2807202496496611,1.1764728803186248,-1.3274675324438334,-1.473343693125028,-0.4273516138454349,0.6876746725211814,-1.353697152224765,-0.4471422774174856,1,Fraud
119879,244.4086792631521,0,1.5904035685736386,-0.6936964924644041,1.0351221657715732,-0.3382057252194016,-0.129294010536006,-0.179108191077444,-0.3618807131779087,-0.1665147576024636,0.1655018621400235,-1.4488758742700305,0.8996169622257425,0.4398823365561621,0.3649715432494456,-0.844208587052147,0.453307096438272,0.7541989311500465,-0.3182521629738876,-0.8526265929039432,-0.4394421223803225,0.2485758633172947,-0.9780274658574374,0.3891300462788677,-1.032781195485956,0.5456564206152458,-0.5468022419692443,0.26913412740133,0.83139752960425,-0.8214679842515678,1,Fraud
110268,163.6611111319085,0,-0.5691481986725339,0.8792639051665606,1.2350557355075835,1.2760676969372846,-1.9460273188608528,-0.7522707372823714,-0.6688197869838497,-0.5728006338280153,0.5355831102847002,0.2982125626538419,0.5217482687122719,0.931388823708052,-0.6300006895299495,-1.2318392503240423,-0.6297797022259866,0.4634086176618171,-1.2494514655704991,-0.6319192573235767,-0.040326060653565,0.3965360419480956,-0.0723282634887043,2.108260011442721,-0.0464997272912082,3.182178679366136,-0.9047143204974336,1.138166988738859,0.2983459317740211,0.0437591314036788,1,Fraud
54886,36.083779233741375,1,-0.7971135662249808,-0.8511147868343866,1.8871059829532453,-0.791463142837682,-0.2991450016582815,1.0397050846807123,0.4802129696279755,-0.4961015111769469,-0.6247161665316807,-1.8014895628941967,0.5563643922455582,-0.8453397836071522,0.0128882120914547,-0.1981988224622289,0.4131604139914765,-0.3353382577073243,-0.472637728622504,-0.0064961020271777,1.267626422602336,0.3317410840831738,-0.8108030375123122,-0.2476391253071869,0.4558934789458335,0.0815490779250804,0.6727090023953622,0.3479321161541639,0.9163876917000596,-0.2674380471423547,1,Fraud
168266,21.44882937779773,0,0.4349410383678986,0.2745139874932834,-1.0129745958199576,-0.0437479460221269,-1.755789384006018,0.1174102369515384,0.9830888138180504,-1.0967925014737554,-0.6450428557672323,0.5329788295995318,0.0394900316321604,-0.5602295914692278,-0.6217873459786848,1.7964299615421049,1.366826526663711,0.109270367954012,-0.6599472055372767,-0.8180384976904114,0.0238554934228072,-1.0511753003072677,-0.0452558802391698,0.672388610029754,-1.2938500235645412,0.3034831862641991,1.0935987703377994,-0.1940481895509112,-0.181461147682208,-1.928138574945871,1,Fraud
87498,174.7756766325496,1,-0.3939866812431204,-0.1829232984125909,-0.1030078757686417,-0.8914168626960192,-1.007257917038587,1.3610618706981004,1.2277638268641329,0.1378108965347374,-0.3743158304871374,-0.9252607569263226,-1.1260519310726336,-0.7857394994434286,-1.3029963313882886,-0.1602189367313303,1.2076884675724269,1.2612697553563712,-0.5761374503319887,-1.4342067683197437,-0.322571476887668,-1.0574340082201503,-1.7361317490149597,-0.0409665819410278,-0.6310532986616444,-0.5313705961319399,0.3412553626614353,0.3054285483409787,-0.8617136418823265,-0.1785442446369314,1,Fraud
126324,51.61812148187962,0,0.306389482073414,0.63695253999487,-0.7091912725137224,0.7418382515930123,-0.1965769870504168,1.030386807249995,-1.3454981966971298,-1.4251484514407171,-0.7076453632000788,0.4982049810222861,-0.4363117095096437,0.3297528067552003,0.0078570335235788,-0.3213975831883347,-0.81778001624212,2.6052380953897827,-0.4166038318150973,-0.0025648362493806,-0.9798030366951028,-0.4140895785730749,0.7211467390460903,-0.4884499939863663,0.3527371557735105,-0.657380336130599,0.4059120800193146,3.8249915049210768,0.7108331513742702,-2.10485620945726,1,Fraud
769,99.23428026000396,0,1.1526481032616924,1.1903614197520662,0.548978464203705,-0.4573457228779558,-0.3187274233620508,1.4367556855385522,-1.1627505960001945,1.4899666064428565,-0.2979486789747054,-0.557104964512762,0.9458081946479564,-0.9346843811789692,-0.0645912429821089,-1.2849690052445495,0.9967118182027432,-0.0953449069030385,-0.2636741470935529,0.464970293101718,-0.4638720570771626,0.187352942708838,-1.3375559715325596,2.4270485991396176,2.3580904726599243,0.2173642428933203,2.515805201081921,-0.0554150831791979,-1.1078298790581669,0.4377955094324865,1,Fraud
59735,220.3925077914493,0,-1.217403793496952,-0.2827932101093248,0.956417206592696,0.3573372369661163,-0.596197302087692,0.1282045246270535,-1.0951539847549427,0.5207817300108298,0.8057719726451168,0.6354312683274721,0.7909249934652399,-0.2833425434889488,-1.4724063447361615,0.7310949499260172,0.1956891168750403,-1.2187345214773353,0.7316875166018667,-0.4909506044157212,1.4095339702880856,-0.9017527706148906,0.1027915454676884,0.3162771962979601,0.909138423427956,-0.2202673331263456,-0.8487077339953628,-0.7769019064777329,-1.4908041842006368,0.4679217914087505,1,Fraud
5311,64.26853099409996,0,-1.1702807063967748,0.5652002170845991,-0.3032010863285421,0.0828228911638376,-0.2675771681675782,0.86656792799183,0.1689438426641524,1.3516615377431105,0.1929052312313021,0.6292305992699427,-1.6111717993770442,0.3909118320445764,1.5589726064831533,-0.6698620135768981,1.858943869680304,-0.3124668066354737,-0.2469260388948012,-0.3760622618366135,-0.0230550550350657,-0.7552723133719572,-0.5398009538052101,-0.3519588662423873,-0.2033465963864156,0.6302398738236697,0.8113567012319919,-2.1107523224436604,0.7070112728873674,-1.2059860903979085,1,Fraud
